tipo_credito,fecha_prestamo,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,Pago_atiempo
4,45682.476504629631,1941420,12,63,Empleado,5000000,3000000,152337,95.227787000000006,821.0,7,3,0.0,1878.0,1878.0,0.0,4,0,0,1478153,Decreciente,1
9,45936.411666666667,4315651.2,3,64,Independiente,9580000,5932000,1154006,95.227787000000006,791.0,10,3,0.0,207630.0,181499.0,0.0,8,0,1,977131,Creciente,1
9,45771.423391203702,1193589.5999999999,9,42,Independiente,3742000,3742000,111738,95.227787000000006,791.0,3,4,0.0,10409.0,10409.0,0.0,0,1,1,,,1
4,45926.620011574072,624000,6,42,Independiente,3840000,1365000,95044,95.227787000000006,823.0,8,6,0.0,78325.0,45555.0,0.0,3,3,1,,,1
9,45781.502199074072,3120009.6,10,42,Empleado,7000000,4000000,265319,95.227787000000006,862.0,10,6,0.0,155714.0,112583.0,0.0,6,1,0,4136363,Creciente,1
4,45702.662280092591,3173286,24,42,Empleado,1500000,100000,139813,95.227787000000006,869.0,1,2,0.0,0.0,0.0,0.0,1,0,0,1292358,Creciente,1
9,45676.779872685183,3301094.4,10,42,Independiente,3000000,2000000,279983,95.227787000000006,844.0,2,3,0.0,0.0,0.0,0.0,0,0,1,900266,Estable,1
9,45974.749826388892,3081692.4,3,41,Empleado,2198000,457000,827725,95.227787000000006,744.0,6,2,0.0,10802.0,10802.0,0.0,2,0,4,984754,Creciente,1
4,45831.746192129627,4696560,12,42,Empleado,18000000,5000000,372327,95.227787000000006,770.0,7,6,0.0,477429.0,477429.0,0.0,6,0,0,11125000,Creciente,1
4,45700.723807870374,4577199.5999999996,12,46,Independiente,12000000,0,359575,95.227787000000006,735.0,14,7,0.0,148971.0,148971.0,0.0,8,0,3,923771,Creciente,1
4,45975.727685185186,2520000,12,44,Empleado,2800000,985000,209695,95.227787000000006,769.0,7,2,0.0,66652.0,29897.0,0.0,0,4,1,992377,Creciente,1
4,45968.740844907406,7467600,36,42,Empleado,2880000,407000,278682,95.227787000000006,834.0,5,1,0.0,7716.0,7716.0,0.0,4,0,1,2987574,Estable,1
4,45643.467789351853,957480,12,38,Empleado,1450000,400000,75161,95.227787000000006,747.0,8,3,0.0,37476.0,37476.0,0.0,3,0,4,1598200,Decreciente,1
4,45675.549768518518,4633801.2,12,37,Empleado,4500000,2000000,321792,95.227787000000006,771.0,6,16,0.0,7586.0,7586.0,0.0,3,0,2,31000,Estable,1
9,45786.6175,863938.79999999993,8,69,Independiente,1500000,600000,90145,47.613894000000002,807.0,0,0,0.0,0.0,,,0,0,0,,,0
4,45743.708738425928,1694400,6,64,Empleado,5500000,1000000,252916,95.227787000000006,834.0,5,4,0.0,25921.0,25921.0,0.0,2,0,1,615779,Creciente,1
9,45676.600219907406,4859517.5999999996,3,63,Empleado,3500000,2000000,1288861,95.227787000000006,769.0,1,2,0.0,0.0,0.0,0.0,0,0,0,918689,Creciente,1
9,45786.652928240743,964018.79999999993,4,63,Independiente,2000000,600000,193771,95.227787000000006,846.0,3,0,0.0,2748.0,2748.0,0.0,2,0,1,,,1
9,45799.686701388891,964018.79999999993,3,62,Independiente,2000000,700000,256030,95.227787000000006,791.0,1,1,0.0,36.0,36.0,0.0,0,0,0,,,1
9,45786.671712962961,964018.79999999993,6,56,Independiente,2000000,700000,131634,95.227787000000006,799.0,1,2,0.0,2682.0,2682.0,0.0,1,0,0,,,1
4,45712.720289351855,430730.39999999997,6,52,Empleado,1195000,400000,63972,95.227787000000006,772.0,6,4,0.0,26645.0,25969.0,0.0,1,1,4,1619826,Creciente,1
9,45786.683495370373,964018.79999999993,6,46,Independiente,2000000,700000,131634,95.227787000000006,806.0,0,0,0.0,0.0,,,0,0,0,,,1
9,45787.428229166668,1928037.5999999999,6,44,Independiente,2100000,700000,263267,90.562453000000005,773.0,0,2,0.0,0.0,,,0,0,0,,,1
4,45668.487314814818,1988280,12,41,Empleado,2000000,400000,138075,71.297103000000007,806.0,3,1,0.0,213.0,213.0,0.0,1,0,0,,,1
4,45872.707233796296,4512000,36,38,Empleado,2600000,430000,156667,6.7953749999999999,788.0,3,3,0.0,52948.0,52948.0,0.0,3,0,0,1696166,Decreciente,0
10,45884.710474537038,8400000,6,64,Empleado,3452000,0,1264356,95.227787000000006,813.0,6,3,0.0,89175.0,58975.0,0.0,3,1,1,1526866,Creciente,1
9,45808.706516203703,1081504.8,10,52,Empleado,4500000,2000000,92066,95.227787000000006,824.0,1,4,0.0,121150.0,121150.0,0.0,1,0,0,,,1
9,45708.793530092589,3101736,4,39,Empleado,8000000,0,623004,77.232928000000001,741.0,10,1,0.0,5025.0,5025.0,0.0,5,0,2,908526,Estable,1
4,45976.585069444445,979201.2,12,43,Empleado,1600000,316000,80283,88.229786000000004,694.0,4,6,0.0,6720.0,6720.0,0.0,3,0,0,1778056,Creciente,1
4,45680.335069444445,4530960,6,43,Independiente,8000000,4000000,629300,95.227787000000006,825.0,7,0,0.0,145897.0,145897.0,0.0,5,0,0,916148,Creciente,1
4,45804.484537037039,433116,6,43,Empleado,5400000,500000,65107,95.227787000000006,774.0,7,5,0.0,67292.0,67292.0,0.0,4,0,2,,,1
4,45723.545787037037,2976000,6,46,Empleado,1300000,800000,442319,95.227787000000006,729.0,1,3,0.0,1231.0,1231.0,0.0,0,0,1,925157,Creciente,1
4,45679.696875000001,2645760,12,42,Empleado,4000000,1400000,207334,95.227787000000006,832.0,8,5,0.0,35910.0,35910.0,0.0,4,0,1,,,1
9,45843.532650462963,442560,3,40,Independiente,5000000,2000000,117561,95.227787000000006,718.0,3,2,0.0,908.0,908.0,0.0,0,0,0,975000,Estable,1
9,45766.734282407408,540475.19999999995,9,41,Empleado,5000000,3000000,50597,95.227787000000006,772.0,4,2,0.0,1554.0,1554.0,0.0,2,0,0,4788504,Decreciente,1
9,45765.631284722222,2105296.7999999998,10,39,Empleado,3000000,1000000,179030,95.227787000000006,834.0,6,4,0.0,136995.0,136995.0,0.0,5,0,0,,,1
4,45672.662453703706,724320,6,65,Empleado,4600000,1500000,107395,95.227787000000006,769.0,18,4,0.0,94193.0,94193.0,0.0,12,1,2,3192123,Creciente,1
4,45945.622199074074,1439880,6,66,Empleado,5670000,3660000,218206,95.227787000000006,767.0,13,4,0.0,109885.0,109885.0,0.0,10,1,0,984754,Creciente,1
9,45774.489039351851,1260240,9,66,Independiente,5000000,2000000,117977,95.227787000000006,767.0,6,2,0.0,51114.0,1564.0,0.0,2,0,2,3322414,Creciente,1
4,45719.480636574073,720000,6,63,Empleado,5000000,2300000,107013,95.227787000000006,792.0,2,10,0.0,4507.0,4507.0,0.0,1,0,0,6032928,Estable,1
9,45728.492962962962,1872835.2,9,65,Empleado,4000000,2600000,175074,95.227787000000006,842.0,9,2,0.0,9463.0,9463.0,0.0,5,0,2,3850454,Creciente,1
4,45909.546724537038,2280000,6,61,Independiente,3610000,3000,344366,95.227787000000006,854.0,5,0,0.0,0.0,0.0,0.0,3,0,1,722222,Creciente,1
4,45700.461527777778,3048000,6,60,Independiente,4000000,2000000,452691,95.227787000000006,831.0,8,5,0.0,13071.0,13071.0,0.0,6,0,2,916841,Creciente,1
4,45740.401250000003,2556000,12,58,Independiente,5000000,3000000,201060,95.227787000000006,730.0,6,14,0.0,2222.0,2222.0,0.0,1,0,0,931394,Creciente,1
4,45680.678368055553,4214400,12,58,Empleado,1500000,400000,330277,95.227787000000006,738.0,11,3,0.0,5185.0,5185.0,0.0,1,0,2,1561556,Creciente,1
4,45828.711493055554,3878100,6,60,Independiente,9000000,2000000,576789,95.227787000000006,786.0,4,1,0.0,3434.0,3434.0,0.0,0,0,3,600474,Creciente,1
4,45881.820219907408,2236800,6,61,Independiente,4400000,969000,334992,95.227787000000006,796.0,6,2,0.0,14804.0,14804.0,0.0,5,0,0,302842,Creciente,1
4,45662.522303240738,2697600,6,52,Empleado,6000000,4000000,399661,95.227787000000006,778.0,7,2,0.0,108629.0,108629.0,0.0,2,0,2,363411,Decreciente,1
4,45699.596342592595,600000,6,50,Independiente,2500000,300000,89116,95.227787000000006,744.0,3,0,0.0,3478.0,3478.0,0.0,1,0,0,944195,Creciente,1
4,45846.465879629628,1708800,10,48,Empleado,2200000,350000,161096,95.227787000000006,802.0,10,4,0.0,36141.0,36141.0,0.0,5,0,2,1348155,Creciente,1
4,45772.475057870368,1224000,6,58,Empleado,1400000,400000,182701,16.762293,815.0,5,7,0.0,27424.0,2311.0,0.0,3,0,2,1454172,Estable,0
4,45720.663414351853,948000,8,45,Empleado,3000000,800000,108084,95.227787000000006,804.0,2,0,0.0,29403.0,29403.0,0.0,1,0,0,,,1
4,45664.490416666667,2956800,6,43,Empleado,8000000,1500000,438108,95.227787000000006,719.0,5,20,0.0,57470.0,57470.0,0.0,2,0,1,3500000,Estable,1
9,45847.356898148151,6173552.3999999994,10,45,Independiente,2500000,1300000,525813,95.227787000000006,799.0,5,3,0.0,47610.0,28161.0,0.0,4,0,1,,,1
4,45680.691238425927,1402200,6,50,Empleado,5000000,2000000,207974,95.227787000000006,823.0,8,3,0.0,3735.0,3735.0,0.0,0,0,4,6258353,Decreciente,1
9,45814.455462962964,1414458,9,49,Independiente,3269000,1895400,132541,95.227787000000006,756.0,5,1,0.0,12832.0,8805.0,0.0,0,5,0,3094439,Creciente,1
4,45779.526053240741,2627760,6,37,Empleado,3500000,1500000,390672,85.897119000000004,812.0,5,4,0.0,34392.0,34392.0,0.0,2,1,1,6009614,Decreciente,1
4,45744.627696759257,1092000,6,59,Independiente,4000000,1000000,162294,95.227787000000006,751.0,7,3,0.0,26005.0,26005.0,0.0,4,0,1,,,1
4,45878.671388888892,3936000,6,59,Independiente,2500000,6860000,592441,95.227787000000006,858.0,16,3,0.0,236132.0,177644.0,0.0,12,0,2,2500000,Estable,1
9,45778.494189814817,1498992,2,57,Independiente,4000000,2000000,591302,95.227787000000006,849.0,17,6,0.0,173018.0,173018.0,0.0,13,0,1,947729,Creciente,1
4,45755.419398148151,2876400,12,57,Independiente,6000000,0,199750,91.410695000000004,907.0,5,6,0.0,30472.0,30472.0,0.0,5,0,0,11976810,Estable,1
4,45899.495000000003,11640000,6,57,Independiente,1556000,2706000,1752211,95.227787000000006,845.0,13,5,0.0,66444.0,66444.0,0.0,8,0,1,1789333,Creciente,1
9,45786.667523148149,1604400,5,56,Independiente,5000000,2000000,260433,95.227787000000006,814.0,14,4,0.0,139379.0,139379.0,0.0,10,0,2,1000000,Estable,1
4,45858.604687500003,7296000,6,54,Independiente,1000000,2175000,1092677,95.227787000000006,810.0,4,1,0.0,4196.0,4196.0,0.0,4,0,0,961885,Creciente,1
4,45780.659525462965,2160000,6,49,Independiente,1800000,500000,321909,95.227787000000006,773.0,3,3,0.0,351.0,351.0,0.0,0,0,0,,,1
9,45631.399895833332,750708,2,41,Independiente,3000000,1000000,295782,95.227787000000006,751,7,5,0,19504,17456,0,2,0,4,,,1
4,45807.66814814815,1200000,6,40,Independiente,6000000,2000000,178827,95.227787000000006,829.0,9,10,0.0,158492.0,158492.0,0.0,6,0,2,758333,Estable,1
9,45792.422650462962,1269000,5,39,Independiente,5000000,2000000,205990,95.227787000000006,733.0,2,1,0.0,103.0,103.0,0.0,0,0,2,811282,Creciente,1
4,45742.439942129633,9000000,12,37,Independiente,5000000,2000000,707079,95.227787000000006,831.0,7,2,0.0,26206.0,26206.0,0.0,6,0,0,767199,Decreciente,1
4,45738.416481481479,416700,6,42,Empleado,3300000,1600000,61891,95.227787000000006,811.0,4,2,0.0,0.0,0.0,0.0,4,0,0,4499672,Creciente,1
4,45775.453703703701,3609024,36,44,Empleado,2900000,1200000,117582,95.227787000000006,792.0,5,3,0.0,28523.0,28523.0,0.0,2,0,0,,,1
4,45847.659988425927,3289464,24,42,Empleado,6000000,1900000,143250,95.227787000000006,800.0,8,7,0.0,131083.0,131083.0,0.0,5,0,1,963410,Creciente,1
4,45696.391828703701,752400,6,39,Empleado,3000000,1000000,111752,95.227787000000006,861.0,6,3,0.0,7627.0,7627.0,0.0,2,0,1,917735,Decreciente,1
4,45768.697939814818,2046000,6,39,Independiente,4500000,1500000,304163,84.730785999999995,779.0,9,4,0.0,46559.0,46559.0,0.0,5,0,1,6002979,Creciente,1
4,45658.700844907406,2903640,12,38,Empleado,6000000,2500000,201642,95.227787000000006,773.0,8,6,0.0,7477.0,7477.0,0.0,3,0,3,7466666,Creciente,1
4,45871.631493055553,1091880,6,38,Empleado,1890662,789000,164348,95.227787000000006,792.0,9,4,0.0,79445.0,79445.0,0.0,4,1,1,1913386,Creciente,1
4,45680.482048611113,1642680,12,62,Empleado,4635000,2000000,114075,95.227787000000006,774.0,10,4,0.0,11225.0,11225.0,0.0,5,0,5,5035506,Creciente,1
4,45680.555972222224,3720000,6,47,Empleado,5500000,1200000,552123,95.227787000000006,747.0,13,11,0.0,68523.0,68523.0,0.0,6,0,5,908526,Estable,1
4,45808.483993055554,7344000,6,37,Empleado,15000000,3000000,1096209,95.227787000000006,765.0,3,0,0.0,1819.0,1819.0,0.0,1,0,0,1817052,Estable,1
4,45672.65388888889,720000,12,55,Empleado,1800000,400000,50000,95.227787000000006,858.0,6,6,0.0,24652.0,18207.0,0.0,4,0,2,2101491,Creciente,1
4,45670.749583333331,1491480,12,40,Independiente,4000000,2000000,103575,89.229500000000002,736.0,10,5,0.0,38923.0,38923.0,0.0,4,0,0,940444,Decreciente,1
9,45623.431909722225,1326964.8,11,60,Independiente,3000000,2000000,103065,95.227787000000006,815.0,5,2,0.0,18123.0,18123.0,0.0,1,0,1,905965,Creciente,1
9,45956.485671296294,2136488.4,3,39,Empleado,1960000,0,573849,95.227787000000006,842.0,2,2,0.0,0.0,0.0,0.0,0,0,1,6871180,Creciente,1
4,45816.405925925923,630000,6,48,Independiente,2500000,300000,94703,95.227787000000006,827.0,3,4,0.0,2028.0,2028.0,0.0,2,0,0,954263,Creciente,1
4,45724.628379629627,5229240,36,40,Empleado,2600000,1000000,169632,95.227787000000006,769.0,9,8,0.0,54726.0,54726.0,0.0,5,0,0,,,1
4,45761.743263888886,874861.2,6,44,Independiente,4500000,1000000,130059,95.227787000000006,843.0,6,4,0.0,33845.0,33845.0,0.0,4,0,0,1746833,Creciente,1
4,45681.715208333335,867480,6,61,Empleado,1360000,0,128844,95.227787000000006,839.0,1,0,0.0,3376.0,3376.0,0.0,0,1,0,916148,Creciente,1
4,45772.620694444442,720000,6,42,Empleado,2200000,0,107043,90.562453000000005,802.0,5,7,0.0,68785.0,68785.0,0.0,1,0,1,,,1
4,45666.60733796296,1259974.8,12,50,Empleado,3000000,1400000,99153,92.228643000000005,806.0,8,0,0.0,2835.0,2835.0,0.0,0,1,3,,,1
4,45906.565601851849,960000,6,48,Empleado,2410000,0,144996,95.227787000000006,827.0,2,5,0.0,70.0,70.0,0.0,0,0,0,,,1
4,45637.588252314818,720720,12,46,Empleado,1600000,700000,56444,95.227787000000006,785.0,11,5,0.0,74516.0,74516.0,0.0,7,0,4,,,1
9,45670.40724537037,2241819.6,9,43,Empleado,8000000,5000000,209367,95.227787000000006,821.0,5,0,0.0,0.0,0.0,0.0,1,0,2,2436742,Creciente,1
4,45664.689293981479,1328280,12,41,Empleado,3000000,850000,92242,95.227787000000006,714.0,12,17,0.0,34675.0,34675.0,0.0,6,0,2,1239939,Creciente,1
4,45657.63144675926,1879080,12,57,Empleado,2500000,700000,147435,95.227787000000006,829.0,6,2,0.0,131.0,131.0,0.0,5,0,0,,,1
4,45695.495173611111,1344000,6,57,Independiente,3500000,2000000,199612,89.979286999999999,780.0,2,4,0.0,2033.0,2033.0,0.0,0,0,1,,,1
9,45644.769097222219,1859480.4,2,55,Independiente,3000000,1800000,732964,95.227787000000006,695,5,0,0,1674,1674,,1,0,1,,,1
4,45771.489583333336,1973160,18,54,Empleado,1900000,250000,110645,95.227787000000006,818.0,3,4,0.0,28458.0,28458.0,0.0,3,0,0,460000,Decreciente,1
4,45749.596875000003,2639880,12,54,Empleado,6000000,0,207744,95.227787000000006,759.0,8,0,0.0,30000.0,30000.0,0.0,2,0,0,1123000,Estable,1
9,45788.539560185185,1604400,2,51,Independiente,5000000,2000000,632882,95.227787000000006,732.0,21,5,0.0,268753.0,268753.0,0.0,14,0,1,939017,Creciente,1
4,45626.73715277778,692782.79999999993,6,69,Empleado,2000000,1000000,102639,53.364705000000001,796.0,10,4,0.0,38071.0,38071.0,0.0,6,0,3,,,0
9,45653.711886574078,1561766.4,10,65,Independiente,3211111,1545550,132462,71.297103000000007,877,5,0,0,22192,22192,,2,0,1,,,1
4,45726.700914351852,2778360,6,53,Empleado,2800000,1000000,412644,95.227787000000006,815.0,8,3,0.0,14293.0,14293.0,0.0,4,0,0,3047328,Creciente,1
9,45913.476111111115,1816339.2,10,50,Empleado,4660000,1216000,156244,95.227787000000006,865.0,4,3,0.0,37420.0,37420.0,0.0,3,0,1,1553389,Creciente,1
4,45631.525335648148,4175281.1999999997,12,48,Empleado,2500000,500000,327620,95.227787000000006,859.0,3,7,0.0,13895.0,13895.0,0.0,0,1,1,1760596,Creciente,1
4,46021.660462962966,3749760,24,48,Empleado,4373000,1514000,182140,95.227787000000006,805.0,7,3,0.0,138739.0,101903.0,0.0,4,0,1,1650457,Creciente,1
4,45888.595081018517,4281480,6,46,Independiente,2610000,923000,641211,95.227787000000006,803.0,6,2,0.0,12566.0,12566.0,0.0,0,2,2,966736,Creciente,1
9,45808.522534722222,821208,2,52,Independiente,5000000,2000000,324034,95.227787000000006,799.0,8,6,0.0,100934.0,100934.0,0.0,5,0,2,,,1
4,45643.616469907407,1380000,10,67,Independiente,3200000,1500000,127610,95.227787000000006,809.0,2,0,0.0,4868.0,4868.0,0.0,1,0,0,908526,Estable,1
4,45668.601504629631,2129280,18,69,Empleado,2100000,1200000,117318,95.227787000000006,787.0,3,2,0.0,14293.0,14293.0,0.0,3,0,0,9505821,Decreciente,1
4,45917.615243055552,1200000,6,65,Empleado,4650000,99000,181245,95.227787000000006,867.0,3,3,0.0,0.0,0.0,0.0,1,0,0,4407791,Estable,1
4,45854.747303240743,2350920,6,62,Empleado,9000000,4000000,348538,95.227787000000006,861.0,6,2,0.0,92401.0,92401.0,0.0,4,0,1,14819806,Creciente,1
9,45878.441967592589,4825893.5999999996,6,61,Independiente,6000000,3000000,660519,95.227787000000006,882.0,12,12,0.0,295104.0,295104.0,0.0,11,0,0,24047145,Creciente,1
4,45876.729988425926,600000,6,62,Independiente,2100000,730000,90311,95.227787000000006,848.0,7,1,0.0,8386.0,8386.0,0.0,3,0,2,,,1
9,45786.441157407404,1269000,8,60,Independiente,5000000,2000000,132410,95.227787000000006,808.0,8,1,0.0,20097.0,20097.0,0.0,2,2,2,,,1
4,45729.69939814815,1200000,12,59,Empleado,2500000,500000,94394,95.227787000000006,799.0,3,2,0.0,7513.0,7513.0,0.0,1,0,0,3068079,Decreciente,1
4,45653.53056712963,1860000,10,59,Independiente,3000000,1200000,172015,91.99794,761.0,7,4,0.0,3195.0,3195.0,0.0,2,0,0,840386,Estable,1
4,45696.620972222219,960000,6,59,Independiente,3800000,800000,142586,95.227787000000006,798.0,0,4,0.0,0.0,,,0,0,0,,,1
4,45810.420983796299,2616000,6,59,Empleado,15000000,8000000,390480,95.227787000000006,764.0,21,7,0.0,348056.0,298031.0,0.0,17,1,1,6645593,Creciente,1
4,45756.523368055554,2964000,12,58,Independiente,4500000,2000000,234999,95.227787000000006,942,10,2,0,29638,29638,,1,0,2,,,1
9,45753.395833333336,2368477.1999999997,4,56,Independiente,5000000,2000000,475840,95.227787000000006,842.0,7,9,0.0,14259.0,14259.0,0.0,6,0,0,,,1
4,45724.673402777778,7920000,12,54,Independiente,10000000,2000000,623003,95.227787000000006,829.0,8,8,0.0,30251.0,11717.0,0.0,3,0,3,908526,Estable,1
4,45652.712094907409,2760000,12,54,Empleado,3500000,2000000,216553,92.228643000000005,808.0,13,4,0.0,365267.0,269628.0,0.0,2,8,1,,,1
4,45744.705983796295,1356000,12,26,Empleado,4000000,1000000,106710,95.227787000000006,764.0,6,3,0.0,5143.0,5143.0,0.0,2,0,3,3719441,Creciente,1
4,46020.713923611111,3255720,20,53,Empleado,5080000,420000,179532,95.227787000000006,852.0,2,0,0.0,608.0,608.0,0.0,2,0,0,,,1
4,45888.503935185188,720000,6,52,Independiente,2020000,0,108373,95.227787000000006,799.0,1,0,0.0,0.0,0.0,0.0,0,0,0,969508,Creciente,1
9,45778.719861111109,442560,5,52,Independiente,5000000,2000000,71838,95.227787000000006,778.0,9,2,0.0,27475.0,27475.0,0.0,6,0,2,908526,Estable,1
4,46032.636574074073,5325000,8,42,Independiente,2273000,0,629486,95.227787000000006,775.0,2,3,0.0,63.0,63.0,0.0,0,0,1,866667,Creciente,1
4,45624.679606481484,1200000,6,40,Empleado,5600000,1800000,177924,95.227787000000006,793.0,2,16,0.0,864.0,864.0,0.0,2,0,0,1098465,Creciente,1
9,45876.678090277775,2646760.7999999998,9,40,Empleado,10000000,4000000,248606,95.227787000000006,765.0,13,6,0.0,124752.0,124752.0,0.0,10,0,0,13978732,Creciente,1
4,45795.468912037039,1068000,6,40,Independiente,3200000,1800000,159166,95.227787000000006,774.0,4,3,0.0,15581.0,15581.0,0.0,1,0,2,,,1
4,45769.79005787037,2350680,10,39,Empleado,2000000,600000,217829,95.227787000000006,853.0,0,2,0.0,0.0,,,0,0,0,1981983,Creciente,1
4,45680.730219907404,1550280,6,41,Empleado,1200000,200000,215317,95.227787000000006,821.0,1,1,0.0,528.0,528.0,0.0,1,0,0,908526,Estable,1
4,45678.779768518521,1971482.4,6,38,Empleado,3200000,1000000,273817,95.227787000000006,781.0,6,6,0.0,22606.0,2811.0,0.0,4,0,1,1165000,Decreciente,1
9,45754.499247685184,3279548.4,9,37,Empleado,5000000,2000000,306721,95.227787000000006,820.0,6,4,0.0,84323.0,79510.0,0.0,5,0,1,783724,Decreciente,1
4,45843.453634259262,944040,6,38,Empleado,2000000,500000,141383,95.227787000000006,765.0,5,4,0.0,263.0,263.0,0.0,1,0,2,,,1
4,45674.612881944442,817080,12,37,Empleado,3800000,1000000,56742,86.830186999999995,787.0,9,8,0.0,77729.0,72771.0,0.0,5,0,1,,,1
4,45740.478113425925,604800,10,62,Independiente,2800000,1000000,56025,95.227787000000006,766.0,2,4,0.0,517.0,517.0,0.0,1,0,0,908526,Estable,1
9,45728.750011574077,3667960.8,11,51,Independiente,3000000,1000000,285703,95.227787000000006,837.0,5,1,0.0,28999.0,28999.0,0.0,2,0,0,,,1
4,45864.353275462963,818160,6,42,Empleado,3000000,1200000,121308,90.562453000000005,830.0,4,11,0.0,93885.0,93885.0,0.0,3,0,0,3725809,Creciente,1
4,45688.679050925923,1272000,6,41,Empleado,10000000,7000000,188927,95.227787000000006,753.0,4,3,0.0,5232.0,5232.0,0.0,2,0,0,,,1
4,45925.718541666669,1884000,6,42,Independiente,1900000,1532000,284555,89.979286999999999,807.0,3,5,0.0,6074.0,6074.0,0.0,2,0,1,751782,Creciente,1
4,45728.373923611114,4372800,6,53,Independiente,5000000,1500000,649451,95.227787000000006,809.0,0,2,0.0,0.0,,,0,0,0,,,1
4,45680.346192129633,1100700,6,69,Empleado,1800000,800000,163260,95.227787000000006,859.0,6,0,0.0,21480.0,21480.0,0.0,4,0,2,,,1
4,45869.735034722224,3956400,6,67,Empleado,12000000,3500000,586615,95.227787000000006,903.0,5,0,0.0,201116.0,201116.0,0.0,5,0,0,,,1
4,45712.628969907404,4248000,12,61,Independiente,3000000,800000,333741,92.228643000000005,918.0,4,3,0.0,7944.0,7944.0,0.0,4,0,0,1625613,Decreciente,1
4,45888.693032407406,1571640,6,23,Empleado,2160000,1372000,235375,95.227787000000006,768.0,7,8,0.0,27223.0,27223.0,0.0,3,0,0,977131,Creciente,1
4,45868.647928240738,1550160,6,43,Empleado,2291018,1693000,233328,95.227787000000006,789.0,7,3,0.0,27639.0,27639.0,0.0,5,0,1,1867261,Creciente,1
9,45799.690868055557,821208,3,39,Independiente,5000000,2000000,218102,95.227787000000006,833.0,5,2,0.0,1951.0,1951.0,0.0,1,0,2,941789,Creciente,1
4,45730.713680555556,4347720,12,41,Empleado,2300000,1000000,341576,95.227787000000006,778.0,6,3,0.0,15664.0,14864.0,0.0,1,0,2,1964543,Decreciente,1
4,45695.703483796293,1294766.3999999999,8,40,Empleado,1300000,350000,146973,63.809655999999997,726.0,5,3,0.0,17274.0,17274.0,0.0,2,0,2,1125966,Creciente,1
4,45734.754745370374,829800,6,40,Empleado,4000000,2800000,123248,95.227787000000006,768.0,2,4,0.0,105826.0,105826.0,0.0,1,0,0,,,1
4,45719.500347222223,2138400,12,38,Independiente,32000000,15000000,168002,95.227787000000006,744.0,22,8,0.0,472377.0,472377.0,0.0,17,0,0,1720000,Decreciente,1
4,45659.795393518521,2569200,12,38,Empleado,1800000,800000,201345,95.227787000000006,779.0,2,3,0.0,6344.0,6344.0,0.0,0,1,1,908526,Estable,1
4,45785.440868055557,780780,18,59,Empleado,1500000,200000,43317,95.227787000000006,745.0,5,7,0.0,15738.0,15738.0,0.0,4,0,1,1505619,Creciente,1
4,45673.461840277778,4827600,6,47,Empleado,6000000,2500000,716049,95.227787000000006,794.0,9,6,0.0,69530.0,69530.0,0.0,7,0,0,916841,Creciente,1
4,45773.711423611108,3038880,10,54,Independiente,3500000,500000,281186,91.99794,833.0,4,3,0.0,52128.0,52128.0,0.0,1,1,1,,,1
4,45678.755393518521,2760240,12,56,Empleado,1500000,600000,216317,95.227787000000006,763.0,7,2,0.0,28895.0,28895.0,0.0,5,0,2,916148,Creciente,1
4,45711.473587962966,899880,10,43,Empleado,6000000,2500000,83271,91.99794,775.0,10,2,0.0,99976.0,85878.0,0.0,5,1,2,1285593,Creciente,1
4,46003.608599537038,2536722,12,40,Empleado,2911000,1044000,209591,95.227787000000006,785.0,3,6,0.0,8653.0,8653.0,0.0,3,0,0,1280597,Decreciente,1
4,45638.534537037034,1505940,6,37,Independiente,4000000,1500000,223520,95.227787000000006,833.0,4,2,0.0,25253.0,25253.0,0.0,4,0,0,908526,Estable,1
4,45664.76363425926,2388000,12,37,Empleado,1100000,240000,187922,95.227787000000006,823.0,3,3,0.0,27339.0,27339.0,0.0,2,0,0,908526,Estable,1
9,45827.720729166664,2121424.7999999998,10,67,Empleado,2300000,1200000,180686,95.227787000000006,811.0,3,4,0.0,17723.0,17723.0,0.0,3,0,0,,,1
4,45667.478761574072,1201920,6,40,Empleado,2000000,900000,178208,95.227787000000006,800.0,3,4,0.0,651.0,651.0,0.0,1,0,0,1810913,Creciente,1
4,45779.491597222222,2102280,24,50,Empleado,1800000,600000,93170,95.227787000000006,716.0,5,13,0.0,5667.0,5667.0,0.0,3,0,0,1618851,Creciente,1
4,45824.397546296299,3289200,24,51,Empleado,3000000,0,114208,-11.828704999999999,833.0,6,2,0.0,4155.0,4155.0,0.0,3,0,0,1983750,Creciente,0
4,45817.709814814814,7200000,6,50,Independiente,10000000,5000000,1074773,95.227787000000006,822.0,5,5,0.0,227008.0,227008.0,0.0,4,0,0,954263,Creciente,1
4,45871.466990740744,2200800,6,49,Independiente,877803,1411000,331261,89.229500000000002,874.0,5,3,0.0,25997.0,25997.0,0.0,4,0,0,331671,Creciente,1
4,45739.660578703704,3672000,6,45,Independiente,35000000,10000000,545764,84.730785999999995,854.0,6,2,0.0,124139.0,124139.0,0.0,3,0,1,892176,Creciente,1
